"VPID","BNF","ATC","DDD","DDD_UOMCD"
"12192911000001108","","N03AA02","100","258684004"
"12192811000001103","","N03AA02","100","258684004"
"12192711000001106","","N03AA02","100","258684004"
"12188511000001103","","N03AA02","100","258684004"
"12188811000001100","","N03AA02","100","258684004"
"12188711000001108","","N03AA02","100","258684004"
"12192611000001102","","N03AA02","100","258684004"
"12189011000001101","","N03AA02","100","258684004"
"12192511000001101","","N03AA02","100","258684004"
"12188911000001105","","N03AA02","100","258684004"
"12189211000001106","","N03AA02","100","258684004"
"12192411000001100","","N03AA02","100","258684004"
"12189111000001100","","N03AA02","100","258684004"
"12189411000001105","","N03AA02","100","258684004"
"12189311000001103","","N03AA02","100","258684004"
"12192311000001107","","N03AA02","100","258684004"
"12189611000001108","","N03AA02","100","258684004"
"12189511000001109","","N03AA02","100","258684004"
"12192211000001104","","N03AA02","100","258684004"
"12189811000001107","","N03AA02","100","258684004"
"12196111000001109","","N03AA02","100","258684004"
"12189711000001104","","N03AA02","100","258684004"
"12196011000001108","","N03AA02","100","258684004"
"12196311000001106","","N03AA02","100","258684004"
"12190011000001105","","N03AA02","100","258684004"
"12189911000001102","","N03AA02","100","258684004"
"12196211000001103","","N03AA02","100","258684004"
"12190211000001100","","N03AA02","100","258684004"
"12192111000001105","","N03AA02","100","258684004"
"12196511000001100","","N03AA02","100","258684004"
"12190111000001106","","N03AA02","100","258684004"
"12196411000001104","","N03AA02","100","258684004"
"12192011000001109","","N03AA02","100","258684004"
"12190411000001101","","N03AA02","100","258684004"
"12196711000001105","","N03AA02","100","258684004"
"12190311000001108","","N03AA02","100","258684004"
"12191911000001102","","N03AA02","100","258684004"
"12196611000001101","","N03AA02","100","258684004"
"12191811000001107","","N03AA02","100","258684004"
"12190611000001103","","N03AA02","100","258684004"
"12190511000001102","","N03AA02","100","258684004"
"12190911000001109","","N03AA02","100","258684004"
"12196911000001107","","N03AA02","100","258684004"
"12190711000001107","","N03AA02","100","258684004"
"12191711000001104","","N03AA02","100","258684004"
"12191011000001101","","N03AA02","100","258684004"
"12190811000001104","","N03AA02","100","258684004"
"12191611000001108","","N03AA02","100","258684004"
"12191211000001106","","N03AA02","100","258684004"
"12196811000001102","","N03AA02","100","258684004"
"12191111000001100","","N03AA02","100","258684004"
"12191511000001109","","N03AA02","100","258684004"
"12197011000001106","","N03AA02","100","258684004"
"12193211000001105","","N03AA02","100","258684004"
"12193111000001104","","N03AA02","100","258684004"
"12197111000001107","","N03AA02","100","258684004"
"12193411000001109","","N03AA02","100","258684004"
"12191411000001105","","N03AA02","100","258684004"
"12193311000001102","","N03AA02","100","258684004"
"12197311000001109","","N03AA02","100","258684004"
"12193611000001107","","N03AA02","100","258684004"
"12191311000001103","","N03AA02","100","258684004"
"12197211000001101","","N03AA02","100","258684004"
"12193511000001108","","N03AA02","100","258684004"
"12193811000001106","","N03AA02","100","258684004"
"12193711000001103","","N03AA02","100","258684004"
"12185611000001105","","","",""
"12197411000001102","03010200","R03BB04","5","258685003"
"12186511000001104","","N02AA01","100","258684004"
"12186311000001105","","N02AA01","100","258684004"
"12194011000001103","","N03AA02","100","258684004"
"12193911000001101","","N03AA02","100","258684004"
"12194211000001108","","N03AA02","100","258684004"
"12194111000001102","","N03AA02","100","258684004"
"12194411000001107","","N03AA02","100","258684004"
"12194311000001100","","N03AA02","100","258684004"
"12186711000001109","","N03AA02","100","258684004"
"12186611000001100","","N03AA02","100","258684004"
"12185911000001104","","N02AA01","100","258684004"
"12194611000001105","","N03AA02","100","258684004"
"12186911000001106","","N03AA02","100","258684004"
"12186811000001101","","N03AA02","100","258684004"
"12194511000001106","","N03AA02","100","258684004"
"12194911000001104","","N03AA02","100","258684004"
"12187111000001106","","N03AA02","100","258684004"
"12194711000001101","","N03AA02","100","258684004"
"12187011000001105","","N03AA02","100","258684004"
"12195111000001103","","N03AA02","100","258684004"
"12195011000001104","","N03AA02","100","258684004"
"12187311000001108","","N03AA02","100","258684004"
"12187211000001100","","N03AA02","100","258684004"
"12187611000001103","","N03AA02","100","258684004"
"12187511000001102","","N03AA02","100","258684004"
"12185711000001101","10010500","M01AX05","1.5","258682000"
"12195311000001101","","N03AA02","100","258684004"
"12195211000001109","","N03AA02","100","258684004"
"12188011000001106","","N03AA02","100","258684004"
"12195511000001107","","N03AA02","100","258684004"
"12187911000001109","","N03AA02","100","258684004"
"12195411000001108","","N03AA02","100","258684004"
"12188211000001101","","N03AA02","100","258684004"
"12188111000001107","","N03AA02","100","258684004"
"12195711000001102","","N03AA02","100","258684004"
"12195611000001106","","N03AA02","100","258684004"
"12195911000001100","","N03AA02","100","258684004"
"12195811000001105","","N03AA02","100","258684004"
"12146311000001104","","","",""
"12146411000001106","","","",""
"12141711000001106","","N05BA04","50","258684004"
"12141611000001102","","N05CD02","5","258684004"
"12141511000001101","","N05CD02","5","258684004"
"12141411000001100","","N05CD02","5","258684004"
"12141311000001107","","N05CD02","5","258684004"
"12144111000001108","","N05CD02","5","258684004"
"12144011000001107","","N02AA01","100","258684004"
"12143911000001109","","N02AA01","100","258684004"
"12143811000001104","","N02AA01","100","258684004"
"12143711000001107","","N02AA01","100","258684004"
"12144511000001104","","N02AA01","100","258684004"
"12138311000001104","","N07BC02","25","258684004"
"12138211000001107","","N07BC02","25","258684004"
"12138511000001105","","N07BC02","25","258684004"
"12138411000001106","","N07BC02","25","258684004"
"12138711000001100","","N07BC02","25","258684004"
"12138611000001109","","N07BC02","25","258684004"
"12138911000001103","","N07BC02","25","258684004"
"12138811000001108","","N07BC02","25","258684004"
"12139111000001108","","N07BC02","25","258684004"
"12139011000001107","","N07BC02","25","258684004"
"12139311000001105","","N07BC02","25","258684004"
"12139211000001102","","N07BC02","25","258684004"
"12139511000001104","","N07BC02","25","258684004"
"12139411000001103","","N07BC02","25","258684004"
"12139711000001109","","N07BC02","25","258684004"
"12139611000001100","","N07BC02","25","258684004"
"12139911000001106","","N07BC02","25","258684004"
"12139811000001101","","N07BC02","25","258684004"
"12140011000001100","","N06BA04","30","258684004"
"12140111000001104","","N06BA04","30","258684004"
"12142111000001100","","N02AA05","75","258684004"
"12140211000001105","","N06BA04","30","258684004"
"12140311000001102","","N06BA04","30","258684004"
"12140411000001109","","N06BA04","30","258684004"
"12140511000001108","","N02AA01","100","258684004"
"12140611000001107","","N02AA01","100","258684004"
"12140711000001103","","N02AA01","100","258684004"
"12140811000001106","","N02AA01","100","258684004"
"12140911000001101","","N02AA01","100","258684004"
"12142011000001101","","N05BA04","50","258684004"
"12141011000001109","","N02AA01","100","258684004"
"12141111000001105","","N02AA01","100","258684004"
"12141911000001108","","N05BA04","50","258684004"
"12141811000001103","","N05BA04","50","258684004"
"36034111000001102","09010300","B03XA03","",""
"12043511000001108","09010300","B03XA03","",""
"36033811000001106","09010300","B03XA03","",""
"36033911000001101","09010300","B03XA03","",""
"36034211000001108","09010300","B03XA03","",""
"36034011000001103","09010300","B03XA03","",""
"12135811000001104","","A10BB01","7","258684004"
"12135711000001107","","A10BB01","7","258684004"
"12135411000001101","","A10BB01","7","258684004"
"12135311000001108","","A10BB01","7","258684004"
"12135611000001103","","A10BB01","7","258684004"
"12135511000001102","","A10BB01","7","258684004"
"12135911000001109","","A10BB09","60","258684004"
"12136011000001101","","A10BB09","60","258684004"
"12136111000001100","","A10BB09","60","258684004"
"12136211000001106","","A10BB09","60","258684004"
"12136411000001105","","A10BB09","60","258684004"
"12136611000001108","","A03AB02","3","258684004"
"12136511000001109","","A03AB02","3","258684004"
"12136711000001104","","A03AB02","3","258684004"
"12136911000001102","","A03AB02","3","258684004"
"12137111000001102","","A03AB02","3","258684004"
"12137011000001103","","A03AB02","3","258684004"
"12137311000001100","","D01BA01","500","258684004"
"12137411000001107","","D01BA01","500","258684004"
"12137511000001106","","D01BA01","500","258684004"
"12137611000001105","","D01BA01","500","258684004"
"12137711000001101","","D01BA01","500","258684004"
"12137811000001109","","D01BA01","500","258684004"
"12137911000001104","","D01BA01","500","258684004"
"12138011000001102","","D01BA01","500","258684004"
"12138111000001101","","D01BA01","500","258684004"
"12105111000001101","","N07BC02","25","258684004"
"12105011000001102","","N07BC02","25","258684004"
"12105311000001104","","N07BC02","25","258684004"
"12105211000001107","","N07BC02","25","258684004"
"12105511000001105","","N07BC02","25","258684004"
"12105411000001106","","N07BC02","25","258684004"
"12105711000001100","","N07BC02","25","258684004"
"12105611000001109","","N07BC02","25","258684004"
"12105811000001108","","N07BC02","25","258684004"
"12105911000001103","","N07BC02","25","258684004"
"12106111000001107","","N07BC02","25","258684004"
"12106011000001106","","N07BC02","25","258684004"
"12106811000001100","","N07BC02","25","258684004"
"12106711000001108","","N07BC02","25","258684004"
"12107011000001109","","N07BC02","25","258684004"
"12106911000001105","","N07BC02","25","258684004"
"12104711000001104","","N02AB02","400","258684004"
"12106211000001101","","N02AB02","400","258684004"
"12106311000001109","","N02AB02","400","258684004"
"12106411000001102","","N02AB02","400","258684004"
"12106511000001103","","N02AB02","400","258684004"
"12106611000001104","","N02AB02","400","258684004"
"12096911000001103","","L04AX01","150","258684004"
"12096811000001108","","L04AX01","150","258684004"
"12097111000001103","","L04AX01","150","258684004"
"12097011000001104","","L04AX01","150","258684004"
"12097311000001101","","L04AX01","150","258684004"
"12097211000001109","","L04AX01","150","258684004"
"12090811000001106","","N07BC02","25","258684004"
"12082411000001106","","N06AA16","150","258684004"
"12082511000001105","","N06AA16","150","258684004"
"12082611000001109","","N06AA16","150","258684004"
"12082711000001100","","N06AA16","150","258684004"
"12082811000001108","","N06AA16","150","258684004"
"12082911000001103","","N06AA16","150","258684004"
"12083011000001106","","N06AA16","150","258684004"
"12083111000001107","","N06AA16","150","258684004"
"12083211000001101","","N06AA16","150","258684004"
"12088811000001105","","C03CA01","40","258684004"
"12088711000001102","","C03CA01","40","258684004"
"12088911000001100","","C03CA01","40","258684004"
"12089011000001109","","C03CA01","40","258684004"
"12089811000001103","","","",""
"12083411000001102","","C02CA04","4","258684004"
"12083311000001109","","C02CA04","4","258684004"
"12083611000001104","","C02CA04","4","258684004"
"12083511000001103","","C02CA04","4","258684004"
"12083811000001100","","C02CA04","4","258684004"
"12083711000001108","","C02CA04","4","258684004"
"12084011000001108","","C02CA04","4","258684004"
"12083911000001105","","C02CA04","4","258684004"
"12084211000001103","","C02CA04","4","258684004"
"12080311000001103","","A03BA01","1.5","258684004"
"12084111000001109","","C02CA04","4","258684004"
"12089211000001104","","N03AX12","1.8","258682000"
"12084411000001104","","C02CA04","4","258684004"
"12084311000001106","","C02CA04","4","258684004"
"12089111000001105","","N03AX12","1.8","258682000"
"12080511000001109","","L04AX01","150","258684004"
"12080411000001105","","L04AX01","150","258684004"
"12084611000001101","","C02CA04","4","258684004"
"12089411000001100","","N03AX12","1.8","258682000"
"12080711000001104","","L04AX01","150","258684004"
"12084511000001100","","C02CA04","4","258684004"
"12089311000001107","","N03AX12","1.8","258682000"
"12080611000001108","","L04AX01","150","258684004"
"12084811000001102","","C02CA04","4","258684004"
"12084711000001105","","C02CA04","4","258684004"
"12089611000001102","","N03AX12","1.8","258682000"
"12085011000001107","","N05AD08","",""
"12084911000001107","","N05AD08","",""
"12085211000001102","","C09AA02","10","258684004"
"12089511000001101","","N03AX12","1.8","258682000"
"12085111000001108","","C09AA02","10","258684004"
"12085411000001103","","C09AA02","10","258684004"
"12085311000001105","","C09AA02","10","258684004"
"12085611000001100","","C09AA02","10","258684004"
"12085511000001104","","C09AA02","10","258684004"
"12085811000001101","","C09AA02","10","258684004"
"12085711000001109","","C09AA02","10","258684004"
"12086011000001103","","C09AA02","10","258684004"
"12090711000001103","","N07BC02","25","258684004"
"12085911000001106","","C09AA02","10","258684004"
"370238000","","N07BC02","25","258684004"
"12086211000001108","","C09AA02","10","258684004"
"12086111000001102","","C09AA02","10","258684004"
"12086411000001107","","C09AA02","10","258684004"
"12086311000001100","","C09AA02","10","258684004"
"12089711000001106","","","",""
"12078811000001100","","C07AB03","75","258684004"
"12078711000001108","","C07AB03","75","258684004"
"12086611000001105","","C03CA01","40","258684004"
"12079111000001100","","C07AB03","75","258684004"
"12079011000001101","","C07AB03","75","258684004"
"12086511000001106","","C03CA01","40","258684004"
"12079311000001103","","C07AB03","75","258684004"
"12086811000001109","","C03CA01","40","258684004"
"12079211000001106","","C07AB03","75","258684004"
"12079511000001109","","A03BA01","1.5","258684004"
"12086711000001101","","C03CA01","40","258684004"
"12079611000001108","","A03BA01","1.5","258684004"
"12079711000001104","","A03BA01","1.5","258684004"
"12087011000001100","","C03CA01","40","258684004"
"12080011000001101","","A03BA01","1.5","258684004"
"12086911000001104","","C03CA01","40","258684004"
"12080111000001100","","A03BA01","1.5","258684004"
"12087211000001105","","C03CA01","40","258684004"
"12080211000001106","","A03BA01","1.5","258684004"
"12087111000001104","","C03CA01","40","258684004"
"12087411000001109","","C03CA01","40","258684004"
"12087311000001102","","C03CA01","40","258684004"
"12087611000001107","","C03CA01","40","258684004"
"12087511000001108","","C03CA01","40","258684004"
"12087811000001106","","C03CA01","40","258684004"
"12087711000001103","","C03CA01","40","258684004"
"12080911000001102","","C01BA03","400","258684004"
"12080811000001107","","C01BA03","400","258684004"
"12081111000001106","","C01BA03","400","258684004"
"12088011000001104","","C03CA01","40","258684004"
"12081011000001105","","C01BA03","400","258684004"
"12087911000001101","","C03CA01","40","258684004"
"12081311000001108","","N07AA03","5","258684004"
"12088211000001109","","C03CA01","40","258684004"
"12081211000001100","","N07AA03","5","258684004"
"12088111000001103","","C03CA01","40","258684004"
"12081411000001101","","A03FA03","30","258684004"
"12088411000001108","","C03CA01","40","258684004"
"12081511000001102","","A03FA03","30","258684004"
"12081611000001103","","A03FA03","30","258684004"
"12088311000001101","","C03CA01","40","258684004"
"12081811000001104","","A03FA03","30","258684004"
"12081911000001109","","A03FA03","30","258684004"
"12082011000001102","","A03FA03","30","258684004"
"12088611000001106","","C03CA01","40","258684004"
"12088511000001107","","C03CA01","40","258684004"
"12034711000001102","","C09AA09","15","258684004"
"12034611000001106","","C09AA09","15","258684004"
"12034911000001100","","C03CA01","40","258684004"
"12034811000001105","","C03CA01","40","258684004"
"12035111000001104","","C03CA01","40","258684004"
"12035011000001100","","C03CA01","40","258684004"
"12035311000001102","","C03CA01","40","258684004"
"12035211000001105","","C03CA01","40","258684004"
"12035511000001108","","C03CA01","40","258684004"
"12035411000001109","","C03CA01","40","258684004"
"12035711000001103","","C03CA01","40","258684004"
"12035611000001107","","C03CA01","40","258684004"
"12035911000001101","","C03CA01","40","258684004"
"12028411000001101","","B01AC07","400","258684004"
"12035811000001106","","C03CA01","40","258684004"
"12036111000001105","","C03CA01","40","258684004"
"12028311000001108","","B01AC07","400","258684004"
"12036011000001109","","C03CA01","40","258684004"
"12028811000001104","","B01AC07","400","258684004"
"12028711000001107","","B01AC07","400","258684004"
"12036311000001107","","C03CA01","40","258684004"
"12036211000001104","","C03CA01","40","258684004"
"12029211000001105","","B01AC07","400","258684004"
"12029011000001100","","B01AC07","400","258684004"
"12036511000001101","","C03CA01","40","258684004"
"12029511000001108","","B01AC07","400","258684004"
"12036411000001100","","C03CA01","40","258684004"
"12029311000001102","","B01AC07","400","258684004"
"12036711000001106","","C03CA01","40","258684004"
"12029711000001103","","B01AC07","400","258684004"
"12036611000001102","","C03CA01","40","258684004"
"12029611000001107","","B01AC07","400","258684004"
"12036911000001108","","C03CA01","40","258684004"
"12029911000001101","","B01AC07","400","258684004"
"12029811000001106","","B01AC07","400","258684004"
"12036811000001103","","C03CA01","40","258684004"
"12037211000001102","","C03CA01","40","258684004"
"12037011000001107","","C03CA01","40","258684004"
"12031611000001109","","B03BB01","400","258685003"
"12031511000001105","","B03BB01","400","258685003"
"12031811000001108","","B03BB01","400","258685003"
"12031711000001100","","B03BB01","400","258685003"
"12015511000001102","","C03AA04","500","258684004"
"12032011000001105","","B03BB01","400","258685003"
"12031911000001103","","B03BB01","400","258685003"
"12015311000001108","","C03AA04","500","258684004"
"12015711000001107","","C03AA04","500","258684004"
"12032311000001108","","B03BB01","400","258685003"
"12032211000001100","","B03BB01","400","258685003"
"12015611000001103","","C03AA04","500","258684004"
"12016111000001100","","C03AA04","500","258684004"
"12032611000001103","","B03BB01","400","258685003"
"12016011000001101","","C03AA04","500","258684004"
"12032411000001101","","B03BB01","400","258685003"
"12016411000001105","","C03AA04","500","258684004"
"12016311000001103","","C03AA04","500","258684004"
"12032911000001109","","B03BB01","400","258685003"
"12016711000001104","","C03AA04","500","258684004"
"12016611000001108","","C03AA04","500","258684004"
"12016911000001102","","C03AA04","500","258684004"
"12032711000001107","","B03BB01","400","258685003"
"12016811000001107","","C03AA04","500","258684004"
"12017211000001108","","C03AA04","500","258684004"
"12017111000001102","","C03AA04","500","258684004"
"12033111000001100","","B03BB01","400","258685003"
"12033011000001101","","B03BB01","400","258685003"
"12017411000001107","","C03AA04","500","258684004"
"12017311000001100","","C03AA04","500","258684004"
"12033211000001106","","B03BB01","400","258685003"
"12017711000001101","","C03AA04","500","258684004"
"12033311000001103","","B03BB01","400","258685003"
"12017611000001105","","C03AA04","500","258684004"
"12033511000001109","","B03BB01","400","258685003"
"12026011000001106","","P01AC01","1.5","258682000"
"12025911000001103","","P01AC01","1.5","258682000"
"12033411000001105","","B03BB01","400","258685003"
"12026211000001101","","P01AC01","1.5","258682000"
"12026111000001107","","P01AC01","1.5","258682000"
"12026411000001102","","P01AC01","1.5","258682000"
"12033711000001104","","B03BB01","400","258685003"
"12026311000001109","","P01AC01","1.5","258682000"
"12026611000001104","","P01AC01","1.5","258682000"
"12033611000001108","","B03BB01","400","258685003"
"12026511000001103","","P01AC01","1.5","258682000"
"12027011000001109","","C08DB01","240","258684004"
"12033911000001102","","B03BB01","400","258685003"
"12027111000001105","","C08DB01","240","258684004"
"12033811000001107","","B03BB01","400","258685003"
"12027311000001107","","C08DB01","240","258684004"
"12027611000001102","","C08DB01","240","258684004"
"12027811000001103","","C08DB01","240","258684004"
"12034111000001103","","B03BB01","400","258685003"
"12034011000001104","","B03BB01","400","258685003"
"12034211000001109","","B03BB01","400","258685003"
"12027911000001108","","C08DB01","240","258684004"
"12034311000001101","","B03BB01","400","258685003"
"12034511000001107","","B03BB01","400","258685003"
"12034411000001108","","B03BB01","400","258685003"
"12037411000001103","","N02AX02","300","258684004"
"12037311000001105","","","",""
"12014811000001100","","C07AB03","75","258684004"
"12014611000001104","","C07AB03","75","258684004"
"12015211000001100","","C07AB03","75","258684004"
"12015011000001105","","C07AB03","75","258684004"
"12024111000001100","","N05BA09","20","258684004"
"12024011000001101","","N05BA09","20","258684004"
"12024411000001105","","N05BA09","20","258684004"
"12024311000001103","","N05BA09","20","258684004"
"12024611000001108","","N05BA09","20","258684004"
"12024511000001109","","N05BA09","20","258684004"
"12024911000001102","","N05BA09","20","258684004"
"12024811000001107","","N05BA09","20","258684004"
"12025111000001101","","N05BA09","20","258684004"
"12025011000001102","","N05BA09","20","258684004"
"12021311000001101","","J01FF01","1.2","258682000"
"12021411000001108","","J01FF01","1.2","258682000"
"12021611000001106","","J01FF01","1.2","258682000"
"12012111000001104","","B01AC06","",""
"12030011000001106","","H02AA02","100","258685003"
"12021711000001102","","J01FF01","1.2","258682000"
"12030111000001107","","H02AA02","100","258685003"
"12021811000001105","","J01FF01","1.2","258682000"
"12030211000001101","","H02AA02","100","258685003"
"12021011000001104","","N06AB04","20","258684004"
"12030311000001109","","H02AA02","100","258685003"
"12021111000001103","","N06AB04","20","258684004"
"12030411000001102","","H02AA02","100","258685003"
"12020411000001104","","J01MA02","1","258682000"
"12030511000001103","","H02AA02","100","258685003"
"12012311000001102","","B01AC06","",""
"12020511000001100","","J01MA02","1","258682000"
"12012211000001105","","B01AC06","",""
"12020611000001101","","J01MA02","1","258682000"
"12012611000001107","","B01AC06","",""
"12020711000001105","","J01MA02","1","258682000"
"12030711000001108","","H02AA02","100","258685003"
"12020811000001102","","J01MA02","1","258682000"
"12030811000001100","","H02AA02","100","258685003"
"12020911000001107","","J01MA02","1","258682000"
"12019511000001104","","J01MA02","1","258682000"
"12030911000001105","","H02AA02","100","258685003"
"12019611000001100","","J01MA02","1","258682000"
"12019711000001109","","J01MA02","1","258682000"
"12031011000001102","","H02AA02","100","258685003"
"12019811000001101","","J01MA02","1","258682000"
"12031111000001101","","H02AA02","100","258685003"
"12012511000001108","","B01AC06","",""
"12019911000001106","","J01MA02","1","258682000"
"12013011000001109","","B01AC06","",""
"12012911000001101","","B01AC06","",""
"12013311000001107","","B01AC06","",""
"12020011000001108","","J01MA02","1","258682000"
"12013211000001104","","B01AC06","",""
"12020111000001109","","J01MA02","1","258682000"
"12013711000001106","","B01AC06","",""
"12031311000001104","","N05AF01","6","258684004"
"12013511000001101","","B01AC06","",""
"12020211000001103","","J01MA02","1","258682000"
"12013911000001108","","B01AC06","",""
"12020311000001106","","J01MA02","1","258682000"
"12013811000001103","","B01AC06","",""
"12019311000001105","","N07CA02","90","258684004"
"12014111000001107","","B01AC06","",""
"12019411000001103","","N07CA02","90","258684004"
"12014011000001106","","B01AC06","",""
"12019111000001108","","A10BB02","375","258684004"
"12018711000001100","","N05AA01","300","258684004"
"12018511000001105","","N05AA01","300","258684004"
"12019011000001107","","N05AA01","300","258684004"
"12018811000001108","","N05AA01","300","258684004"
"12018311000001104","","R06AB04","12","258684004"
"12014411000001102","","C07AB03","75","258684004"
"12014311000001109","","C07AB03","75","258684004"
"12025611000001109","","N06AA04","100","258684004"
"12025411000001106","","N06AA04","100","258684004"
"12022011000001107","","N05BA09","20","258684004"
"12021911000001100","","N05BA09","20","258684004"
"12022211000001102","","N05BA09","20","258684004"
"12022111000001108","","N05BA09","20","258684004"
"12022411000001103","","N05BA09","20","258684004"
"12022311000001105","","N05BA09","20","258684004"
"12022611000001100","","N05BA09","20","258684004"
"39731411000001101","02050503","C09XA02","150","258684004"
"39731511000001102","02050503","C09XA02","150","258684004"
"12022511000001104","","N05BA09","20","258684004"
"12022911000001106","","N05BA09","20","258684004"
"12022811000001101","","N05BA09","20","258684004"
"12023111000001102","","N05BA09","20","258684004"
"12023011000001103","","N05BA09","20","258684004"
"12023511000001106","","N05BA09","20","258684004"
"12023311000001100","","N05BA09","20","258684004"
"12023811000001109","","N05BA09","20","258684004"
"12023611000001105","","N05BA09","20","258684004"
"11954611000001100","","N03AE01","8","258684004"
"11954511000001104","","N03AE01","8","258684004"
"11954811000001101","","N03AE01","8","258684004"
"11954711000001109","","N03AE01","8","258684004"
"11955211000001101","","N03AE01","8","258684004"
"11955111000001107","","N03AE01","8","258684004"
"11955011000001106","","N03AE01","8","258684004"
"11954911000001106","","N03AE01","8","258684004"
"11955411000001102","","N03AE01","8","258684004"
"11955311000001109","","N03AE01","8","258684004"
"11955611000001104","","N03AE01","8","258684004"
"11955511000001103","","N03AE01","8","258684004"
"11955811000001100","","N03AE01","8","258684004"
"11955711000001108","","N03AE01","8","258684004"
"11956011000001102","","N03AE01","8","258684004"
"11955911000001105","","N03AE01","8","258684004"
"11956211000001107","","N03AE01","8","258684004"
"11956111000001101","","N03AE01","8","258684004"
"11956411000001106","","N03AE01","8","258684004"
"11956311000001104","","N03AE01","8","258684004"
"11956611000001109","","N03AE01","8","258684004"
"11956511000001105","","N03AE01","8","258684004"
"11956811000001108","","N03AE01","8","258684004"
"11956711000001100","","N03AE01","8","258684004"
"11957011000001104","","N03AE01","8","258684004"
"11956911000001103","","N03AE01","8","258684004"
"11957211000001109","","N03AE01","8","258684004"
"11957111000001103","","N03AE01","8","258684004"
"11957411000001108","","N03AE01","8","258684004"
"11957311000001101","","N03AE01","8","258684004"
"11957611000001106","","N03AE01","8","258684004"
"11957511000001107","","N03AE01","8","258684004"
"11957811000001105","","N03AE01","8","258684004"
"11957711000001102","","N03AE01","8","258684004"
"11958011000001103","14040000","V04CF01","",""
"11957911000001100","14040000","V04CF01","",""
"11945511000001100","","A16AA01","2","258682000"
"11943711000001109","","A16AA02","",""
"11937411000001109","08010000","V03AF02","1.5","258682000"
"11945111000001109","","B01AC07","400","258684004"
"11943911000001106","","N03AE01","8","258684004"
"11943811000001101","","N03AE01","8","258684004"
"11944111000001105","","N03AE01","8","258684004"
"11944011000001109","","N03AE01","8","258684004"
"11944311000001107","","N03AE01","8","258684004"
"11944211000001104","","N03AE01","8","258684004"
"11944511000001101","","N03AE01","8","258684004"
"11944411000001100","","N03AE01","8","258684004"
"11944711000001106","","N03AE01","8","258684004"
"11944611000001102","","N03AE01","8","258684004"
"11944911000001108","","B03XA02","4.5","258685003"
"11944811000001103","","B03XA02","4.5","258685003"
"11821511000001107","","","",""
"11880611000001108","13020100","","",""
"11880411000001105","01050200","A07EA07","",""
"36071511000001107","09010300","L04AA25","64","258684004"
"11812711000001103","","","",""
"11816511000001109","","H02AB10","37.5","258684004"
"11816411000001105","","H02AB10","37.5","258684004"
"11816311000001103","","C10AC01","14","258682000"
"11816211000001106","","C10AC01","14","258682000"
"11815411000001101","","R05DA04","100","258684004"
"11815511000001102","","R05DA04","100","258684004"
"11815611000001103","","R05DA04","100","258684004"
"11815111000001106","","N04BA02","600","258684004"
"11815011000001105","","N04BA02","600","258684004"
"11814911000001105","","N04BA02","600","258684004"
"11814611000001104","","C03EB01","",""
"11814511000001103","","C03EB01","",""
"11813011000001109","","N02CX02","100","258685003"
"11812911000001101","","N02CX02","100","258685003"
"11813211000001104","","N02CX02","100","258685003"
"11813111000001105","","N02CX02","100","258685003"
"11813411000001100","","N02CX02","100","258685003"
"11813311000001107","","N02CX02","100","258685003"
"11813611000001102","","N02CX02","100","258685003"
"11813511000001101","","N02CX02","100","258685003"
"11813811000001103","","N02CX02","100","258685003"
"11813711000001106","","N02CX02","100","258685003"
"11814011000001106","","N02CX02","100","258685003"
"11813911000001108","","N02CX02","100","258685003"
"11814211000001101","","N02CX02","100","258685003"
"11814111000001107","","N02CX02","100","258685003"
"11816711000001104","","R06AE03","100","258684004"
"11816611000001108","","R06AE03","100","258684004"
"11816911000001102","","R06AE03","100","258684004"
"11816811000001107","","R06AE03","100","258684004"
"11817111000001102","","R06AE03","100","258684004"
"11817011000001103","","R06AE03","100","258684004"
"11817311000001100","","R06AE03","100","258684004"
"11817211000001108","","R06AE03","100","258684004"
"11817511000001106","","R06AE03","100","258684004"
"11817411000001107","","R06AE03","100","258684004"
"11817711000001101","","R06AE03","100","258684004"
"11817611000001105","","R06AE03","100","258684004"
"11817911000001104","","R06AE03","100","258684004"
"11817811000001109","","R06AE03","100","258684004"
"11818711000001100","","G03HA01","100","258684004"
"11818611000001109","","G03HA01","100","258684004"
"11818911000001103","","G03HA01","100","258684004"
"11818811000001108","","G03HA01","100","258684004"
"11788411000001105","13020101","","",""
"11788611000001108","","A11CC05","20","258685003"
"11787411000001106","","N06BA02","15","258684004"
"11787511000001105","","N06BA02","15","258684004"
"11788511000001109","13020100","","",""
"11787911000001103","13020101","","",""
"11787811000001108","13020100","","",""
"11786911000001101","","","",""
"11786811000001106","","","",""
"11787011000001102","","","",""
"11787611000001109","","","",""
"11787111000001101","","A11GA01","200","258684004"
"11787211000001107","","A11GA01","200","258684004"
"11772411000001101","","C05AX04","",""
"11772111000001106","","C05AX04","",""
"11771811000001108","13040000","D07AD01","",""
"11764211000001102","","N01BB52","",""
"11762211000001106","","R02AA03","",""
"11762011000001101","10010300","L04AA24","27","258684004"
"422330004","08020400","L04AX04","10","258684004"
"420966002","08020400","L04AX04","10","258684004"
"11762911000001102","08020400","L04AX04","10","258684004"
"11763011000001105","08020400","L04AX04","10","258684004"
"11763511000001102","06040102","G03DA04","300","258684004"
"11763611000001103","06040102","G03DA04","300","258684004"
"11763111000001106","","R06AE09","5","258684004"
"11763211000001100","04020100","N05AX13","6","258684004"
