"VPID","BNF","ATC","DDD","DDD_UOMCD"
"24510611000001104","","A16AX03","20","258682000"
"24510911000001105","","N05CF01","7.5","258684004"
"24509411000001109","","A11CC05","",""
"24509811000001106","","G04CB02","500","258685003"
"24510711000001108","","G04CA02","400","258685003"
"36124711000001105","","N06BA04","30","258684004"
"24510311000001109","","N06BA04","30","258684004"
"703788008","08020400","L04AA31","14","258684004"
"24509511000001108","","L01CD02","",""
"24509611000001107","","L01CD02","",""
"24510511000001103","11080200","S01AX18","",""
"24509111000001104","","L01EK01","",""
"24509011000001100","","L01EK01","",""
"24509911000001101","02110000","B02BD06","",""
"24510011000001106","02110000","B02BD06","",""
"24510111000001107","","","",""
"24495811000001101","","A11CC05","",""
"24449811000001109","","","",""
"24450211000001103","","","",""
"24450811000001102","","B05XB01","",""
"24451211000001109","","B05XB01","",""
"24451611000001106","","B05XB01","",""
"24446611000001102","04070200","N02AB03","600","258685003"
"24446711000001106","04070200","N02AB03","600","258685003"
"24446811000001103","04070200","N02AB03","600","258685003"
"24446911000001108","","","",""
"703958008","07040500","G04BE10","100","258684004"
"703959000","07040500","G04BE10","100","258684004"
"703960005","07040500","G04BE10","100","258684004"
"24408711000001104","02050100","C02KX05","4.5","258684004"
"24408411000001105","02050100","C02KX05","4.5","258684004"
"24408311000001103","02050100","C02KX05","4.5","258684004"
"24407911000001103","","","",""
"24408611000001108","02050100","C02KX05","4.5","258684004"
"24408511000001109","02050100","C02KX05","4.5","258684004"
"24407611000001109","","L01BC06","",""
"24408011000001101","","L04AA13","20","258684004"
"24408111000001100","07030203","G03AC03","",""
"24408211000001106","","R01BA03","40","258684004"
"24408911000001102","","M05BA08","4","258684004"
"24407811000001108","04030300","N06AB03","20","258684004"
"24408811000001107","04070200","N02AX06","400","258684004"
"24350911000001102","","H02AB02","1.5","258684004"
"24351111000001106","","","",""
"24351011000001105","","","",""
"24351311000001108","","A02BC01","20","258684004"
"24351411000001101","","A02BC01","20","258684004"
"24351211000001100","","","",""
"24351511000001102","","B01AA04","3","258684004"
"24386811000001104","13060300","D11AX21","",""
"24216811000001107","","N02AA01","",""
"24216511000001109","","N05CC01","1","258682000"
"24128911000001106","","","",""
"24128511000001104","","","",""
"24128611000001100","","","",""
"24128811000001101","","","",""
"24129111000001101","09010600","L03AA14","300","258685003"
"24129211000001107","","H01BA04","12","258684004"
"24097711000001105","","N02AA01","",""
"24104511000001103","06010203","A10BK02","200","258684004"
"39734511000001100","06010203","A10BK02","200","258684004"
"24054711000001109","06010203","A10BD15","",""
"24054611000001100","06010203","A10BD15","",""
"24054811000001101","08020400","L04AX07","480","258684004"
"24055011000001106","08020400","L04AX07","480","258684004"
"24055111000001107","","","",""
"24020711000001102","","C01EB10","",""
"23984211000001104","05030100","V03AX03","150","258684004"
"23984411000001100","05030100","J05AJ02","",""
"23984311000001107","05030100","J05AJ02","",""
"24016111000001107","","C01EB10","",""
"24016711000001108","","C01EB10","",""
"24055311000001109","","M05BA08","4","258684004"
"24014811000001107","","B05CX03","",""
"23985411000001104","08010500","L01XC14","",""
"23985511000001100","08010500","L01XC14","",""
"24014911000001102","","N02BE01","3","258682000"
"23984611000001102","","","",""
"23984711000001106","","L04AB06","1.66","258684004"
"23985011000001108","","C09BB04","",""
"23984911000001108","","C09BB04","",""
"23985111000001109","","C09BB04","",""
"23985211000001103","","C09BB04","",""
"23946411000001100","","","",""
"23985311000001106","","C10AX08","",""
"23948311000001106","06040102","G03DA04","5","258684004"
"23946311000001107","","","",""
"23946111000001105","05030100","J05AJ03","50","258684004"
"23905211000001104","08010500","L01EB03","",""
"23885811000001107","","","",""
"23707811000001104","02050100","C02KX04","10","258684004"
"23707711000001107","","N02AB03","1.2","258684004"
"35893011000001107","","J01DC02","",""
"35893111000001108","","J01DC02","",""
"23683311000001109","","J01DC02","",""
"23707311000001108","02050501","C09AA01","50","258684004"
"23707511000001102","02050501","C09AA01","50","258684004"
"23662011000001104","","","",""
"23661911000001106","","A11CC05","20","258685003"
"23661811000001101","","A11CC05","20","258685003"
"23675911000001104","","N05BA06","2.5","258684004"
"23676011000001107","","N05CH01","2","258684004"
"23676311000001105","","R03DA04","400","258684004"
"23676411000001103","","J01GB01","",""
"23675811000001109","","A06AD12","10","258682000"
"23676211000001102","07040100","G04CA53","",""
"23672311000001106","","H01BA02","400","258685003"
"39701011000001101","","C07AB12","5","258684004"
"23672511000001100","","","",""
"23672411000001104","","","",""
"23661311000001105","03020000","R03AK10","",""
"23661411000001103","03020000","R03AK10","",""
"23661211000001102","04020200","N05AX12","13.3","258684004"
"23661511000001104","","","",""
"23661711000001109","","M05BA08","4","258684004"
"23637211000001102","06010203","A10BD13","",""
"23637511000001104","06010203","A10BH04","25","258684004"
"23637311000001105","06010203","A10BH04","25","258684004"
"23637411000001103","06010203","A10BH04","25","258684004"
"23637611000001100","","N06BA09","80","258684004"
"23637711000001109","","A11CC05","",""
"23611411000001104","","","",""
"23611511000001100","","","",""
"23637811000001101","","","",""
"23637911000001106","","","",""
"23638011000001108","","","",""
"23638111000001109","","","",""
"23638211000001103","","","",""
"23638311000001106","","","",""
"23611911000001107","14040000","J07AH09","",""
"23611711000001105","","N05AF03","300","258684004"
"23612011000001100","","A12BA02","4","258682000"
"23612111000001104","","L04AD02","5","258684004"
"23604011000001109","","","",""
"23604311000001107","","B05BA03","",""
"23604111000001105","","","",""
"23604611000001102","02120000","C10AX12","40","258684004"
"23604411000001100","02120000","C10AX12","40","258684004"
"23604511000001101","02120000","C10AX12","40","258684004"
"23603811000001101","","L01BC05","",""
"23603711000001109","","L01BC05","",""
"23603911000001106","","L01BC05","",""
"23604211000001104","","","",""
"703799005","08010500","L01EA05","",""
"703800009","08010500","L01EA05","",""
"23559611000001101","","A11CC05","",""
"23560111000001105","04070200","N02AB03","600","258685003"
"23560211000001104","04070200","N02AB03","600","258685003"
"23560311000001107","04070200","N02AB03","600","258685003"
"23560011000001109","11040100","S01BA01","",""
"23559711000001105","","V03AE06","",""
"23559811000001102","","V03AE06","",""
"23559911000001107","","V03AE06","",""
"23560511000001101","","N06AX16","100","258684004"
"23466611000001105","","C02CA04","4","258684004"
"23467011000001100","","A11CC01","",""
"23467211000001105","","A11CC01","",""
"23471511000001106","","C09AA04","4","258684004"
"23467311000001102","","A03AB02","3","258684004"
"23471411000001107","","A03AB02","3","258684004"
"23466511000001106","","N03AE01","8","258684004"
"23471611000001105","03040300","C01CA24","500","258685003"
"23443811000001109","","D11AA01","",""
"23443911000001104","","D11AA01","",""
"23435911000001104","","S01XA14","",""
"23442411000001103","","","",""
"23442311000001105","","","",""
"23442211000001102","","","",""
"23418211000001105","","A11GA01","",""
"23418811000001106","","A11GA01","",""
"23417711000001104","","G02AD06","200","258685003"
"39726211000001106","08010500","L01EB03","",""
"39727811000001109","08010500","L01EB03","",""
"39726011000001101","08010500","L01EB03","",""
"23412811000001109","09010102","","",""
"23400811000001106","","A12CC05","",""
"23383611000001106","","","",""
"23384711000001100","","","",""
"23318411000001104","","N02AA01","",""
"23344411000001103","","A11CC01","",""
"703809005","08010500","L01EX05","",""
"23344511000001104","","L04AX04","10","258684004"
"23304711000001104","11060000","","",""
"23298711000001103","","","",""
"23299411000001101","","","",""
"23300011000001108","","","",""
"23300811000001102","","","",""
"23301211000001109","","","",""
"23301811000001105","","","",""
"23302211000001102","","","",""
"23303011000001103","","","",""
"23303611000001105","","","",""
"703791008","08020400","","",""
"703792001","08020400","","",""
"703793006","08020400","","",""
"703794000","08020400","","",""
"23304911000001102","","A11CC05","",""
"23305011000001102","","","",""
"23304811000001107","","D08AC02","",""
"23270011000001106","","","",""
"23270111000001107","","","",""
"23204911000001105","","L01XC03","",""
"36053011000001101","04060000","A04AA02","3.1","258684004"
"23108111000001103","","","",""
"23108011000001104","","J02AC01","200","258684004"
"23107711000001103","","J02AC01","200","258684004"
"703647002","08010500","L01EC02","",""
"703648007","08010500","L01EC02","",""
"23108311000001101","","J01MA12","500","258684004"
"23107411000001109","","J01DD04","2","258682000"
"23108511000001107","09080100","A16AX03","20","258682000"
"23108811000001105","","G03BA03","18","258684004"
"22944411000001100","","","",""
"22857911000001107","","L01CD02","",""
"22858011000001109","","L01CD02","",""
"22858311000001107","","N02CC04","10","258684004"
"22807811000001107","","","",""
"22807911000001102","","","",""
"22787211000001107","","N07BA01","30","258684004"
"703814009","08010500","L01XJ01","",""
"22773711000001104","","","",""
"22709111000001108","","","",""
"22709011000001107","","","",""
"22708911000001103","","","",""
"420819002","01060700","A06AX03","",""
"22753911000001100","","A04AA01","16","258684004"
"22754011000001102","","A04AA01","16","258684004"
"22751811000001106","","","",""
"22751611000001107","","","",""
"22751711000001103","","","",""
"22752211000001103","","B02BA01","20","258684004"
"22751911000001101","","","",""
"22752411000001104","","B02BA01","20","258684004"
"36045511000001106","","L01DB06","",""
"36045711000001101","","L01DB06","",""
"39734111000001109","08010500","L01EA04","",""
"39734211000001103","08010500","L01EA04","",""
"22704111000001107","","","",""
"22690811000001102","","L03AB11","26","258685003"
"22683611000001109","","D10AE51","",""
"22683711000001100","06040102","G03DA04","90","258684004"
"22663811000001106","","","",""
"22598111000001103","11080100","","",""
"22663711000001103","","","",""
"22648411000001105","02080100","B01AC09","",""
"22648311000001103","02080100","B01AC09","",""
"22648911000001102","07040500","G04BE03","50","258684004"
"22649011000001106","07040500","G04BE03","50","258684004"
"22648811000001107","07040500","G04BE03","50","258684004"
"703685004","08030402","L02BB04","160","258684004"
"22648611000001108","","M01AC06","15","258684004"
"22648711000001104","","M01AC06","15","258684004"
"22648511000001109","","H03AA03","",""
"22635511000001100","","N05AH04","400","258684004"
"22635611000001101","","A02BX02","4","258682000"
"22635311000001106","","","",""
"22583311000001105","","","",""
"22583911000001106","","","",""
"22584511000001101","","","",""
"22584911000001108","","","",""
"22585511000001100","","","",""
"22599311000001107","","","",""
"22556111000001107","","J02AC03","400","258684004"
"22555911000001103","","","",""
"22555111000001101","","A11CC05","",""
"22555311000001104","05010700","J01XB01","3","408165007"
"22555711000001100","","B02BD08","",""
"22555411000001106","","B02BD08","",""
"22555511000001105","","B02BD08","",""
"22555611000001109","","B02BD08","",""
"22555811000001108","","J05AG04","400","258684004"
"22515811000001100","11040100","","",""
"22503911000001107","","S02DA02","",""
"22516211000001107","","","",""
"22489111000001100","","J01CF05","",""
"22466311000001108","","C01BA05","",""
"22455011000001109","","J01DD02","",""
"22456811000001106","","J04AK02","1.2","258682000"
"22500511000001106","","","",""
"22437011000001103","","A07BA01","5","258682000"
"22410711000001108","","N02AA01","",""
"22411311000001104","","N02AA01","",""
"22411911000001103","","N02AA01","",""
"22412511000001102","","N02AA01","",""
"22413111000001100","","N02AA01","",""
"22413811000001107","","N02AA01","",""
"22399711000001108","","N02AA01","",""
"22400311000001106","","N02AA01","",""
"22401111000001103","","N02AA01","",""
"22401911000001100","","N02AA01","30","258684004"
"22402611000001100","","N02AA01","",""
"22402511000001104","","B01AC04","75","258684004"
"22403411000001107","04100100","","",""
"22403511000001106","","N06DA03","9.5","258684004"
"22397311000001104","","N02AA01","",""
"22397911000001103","","N02AA01","",""
"22398511000001109","","N02AA01","",""
"22388211000001107","","S03AA04","",""
"333180003","","D08AJ04","",""
"22403311000001100","07030100","","",""
"22376211000001100","","N01BB01","",""
"22376811000001104","","N01BB01","",""
"22377411000001104","","N01BB01","",""
"22377811000001102","","N01BB01","",""
"22374811000001106","","A11CA02","",""
"22375111000001100","","A07FA02","",""
"22374911000001101","","N05BA01","10","258684004"
"22365711000001109","","N01BB01","",""
"22366311000001100","","N01BB01","",""
"22367011000001100","","N01BB01","",""
"22330911000001108","","","",""
"22331911000001101","","R03DA05","",""
"22332511000001100","","B01AD02","",""
"22343011000001103","03110000","L04AX05","2.4","258682000"
"22342911000001106","","H03AA03","",""
"22342711000001109","","B01AC04","75","258684004"
"22310111000001101","","C01CA04","",""
"22342811000001101","","A11CC01","",""
"22325311000001102","","","",""
"22325711000001103","","","",""
"22326111000001105","","","",""
"22328411000001104","","B02AB01","",""
"22328811000001102","","B02AB01","",""
"22329211000001108","","B02AB01","",""
"22343111000001102","","J05AJ01","800","258684004"
"22343211000001108","","J05AJ01","800","258684004"
"22258111000001101","","","",""
"22226111000001104","","A10BB09","60","258684004"
"22164211000001109","11080100","","",""
"22225911000001108","","","",""
"22226311000001102","","G04BD07","4","258684004"
"22226011000001100","","","",""
"22219211000001109","","L01XX44","",""
"22219611000001106","","L01XX44","",""
"22220511000001106","","","",""
"22213911000001103","","","",""
"374288003","","L02AB01","160","258684004"
"22214111000001104","07030202","G03DA02","7","258684004"
"22213711000001100","","S02AA10","",""
"22213811000001108","","D10AF51","",""
"22192411000001104","","A11HA04","",""
"22192211000001103","","","",""
"22192511000001100","","A07AA11","600","258684004"
"22192111000001109","","R06AB01","24","258684004"
"22154811000001103","08010500","L01XC13","",""
"22153911000001106","","","",""
"22155011000001108","04090300","N07XX08","20","258684004"
"22102411000001102","","J01DD04","",""
"22103111000001101","","S01AA28","",""
"22104011000001100","","J01DC02","",""
"22155311000001106","01090100","A05AA02","750","258684004"
"22154311000001107","11060000","","",""
"22153711000001109","15020000","N01BA04","",""
"22154711000001106","","N05CD08","15","258684004"
"22154011000001109","","","",""
"22153811000001101","","H02AB02","1.5","258684004"
"22154511000001101","","A12CC06","",""
"22155111000001109","","G03BA03","3","258684004"
"22155211000001103","","C01EB09","",""
"22154111000001105","","A03AB02","3","258684004"
"22154211000001104","","A03AB02","3","258684004"
"22154411000001100","","H03AA02","60","258685003"
"22154611000001102","","L01BB02","",""
"22097311000001100","","J01CE01","",""
"22097911000001104","","J01DD02","",""
"22098511000001105","","J01DD02","",""
"22085211000001101","","S01AA14","",""
"22085911000001105","","J01CE01","",""
"22088011000001103","05030100","","",""
"22069911000001109","","G04BX03","750","258684004"
"22099411000001103","05030100","J05AF07","245","258684004"
"22099111000001108","","J05AF07","245","258684004"
"22099211000001102","","J05AF07","245","258684004"
"22099311000001105","","J05AF07","245","258684004"
"22041211000001105","","J01DC02","",""
"22042311000001106","","J05AB11","3","258682000"
"22053511000001109","","D07AC15","",""
"21994511000001107","01060700","A06AX04","290","258685003"
"38893511000001109","07040200","G04BD12","",""
"38893411000001105","07040200","G04BD12","",""
"21994411000001108","12020100","R01AD58","",""
"21994211000001109","","M03AC11","",""
"21994111000001103","","M03AC11","",""
"21994311000001101","","M03AC11","",""
"21994811000001105","06010203","A10BJ03","",""
"21994611000001106","06010203","A10BJ03","",""
"21994711000001102","06010203","A10BJ03","",""
"21939511000001100","06010102","A10AE06","40","767525000"
"21939611000001101","06010102","A10AE06","40","767525000"
"21929811000001100","","L01XC07","",""
"21939711000001105","06010102","A10AE06","40","767525000"
"21939311000001106","","S01EE03","",""
"21940011000001101","","C09BA04","",""
"21939911000001107","","C09AA04","4","258684004"
"21940111000001100","","C09AA04","4","258684004"
"21939811000001102","","C09AA04","4","258684004"
"21797311000001102","11080200","J01DC02","",""
"21939411000001104","","A11CC05","",""
"21888711000001101","","N01BB01","",""
"21874511000001109","","C01EB10","",""
"21890311000001101","","A14AA05","250","258684004"
"21890111000001103","","J05AE10","1.2","258682000"
"21865211000001103","","A03BA01","",""
"21890211000001109","","","",""
"21856511000001101","","N05BA09","20","258684004"
"21856411000001100","","N05BA09","20","258684004"
"21781311000001109","","N06XA02","",""
"444988004","13070000","D06BB10","",""
"21733311000001104","","N03AX14","1.5","258682000"
"21733411000001106","","N03AX14","1.5","258682000"
"21733211000001107","","N03AX14","1.5","258682000"
"21733111000001101","05010900","","",""
"21712911000001102","","","",""
"425136005","15020000","","",""
"21711511000001101","06010203","A10BD10","",""
"21711411000001100","06010203","A10BD10","",""
"21711311000001107","","G03AA12","",""
"21711211000001104","","J01FF01","1.2","258682000"
"419897007","","N06BA09","80","258684004"
"21704911000001109","","B02BD04","",""
"21704711000001107","","L04AA24","27","258684004"
"21704811000001104","","","",""
"21705011000001109","02050100","G04BE03","50","258684004"
"21674211000001100","11080200","L01XX44","",""
"703908001","","B01AF02","10","258684004"
"21681311000001104","","M01AE01","1.2","258682000"
"333347003","","D08AL01","",""
"333349000","","D08AL01","",""
"21657211000001109","","S01AA14","",""
"21660111000001105","","N03AX12","1.8","258682000"
"21658111000001102","","S01AA14","",""
"21658811000001109","","S01AA14","",""
"21659511000001100","","S01AA14","",""
"21654911000001106","","","",""
"21655311000001109","","B01AD02","",""
"21655711000001108","","B01AD02","",""
"21656511000001105","","R02AD01","",""
"21637311000001102","","","",""
"21637911000001101","","C01CA24","",""
"21638511000001107","","C01CA24","",""
"21633511000001103","","","",""
"21634211000001103","","","",""
"21635611000001100","05030100","J05AE10","1.2","258682000"
"21635811000001101","13080100","","",""
"21635911000001106","13080100","","",""
"409156007","","P01AX11","1","258682000"
"21636011000001103","","N02AA01","30","258684004"
"39689911000001109","06010203","A10BK01","",""
"39689811000001104","06010203","A10BK01","",""
"21636411000001107","","N02BE01","3","258682000"
"703639002","08010500","L01ED01","",""
"21578711000001108","08010300","","",""
"21563011000001108","","","",""
"21563611000001101","","C01EB10","",""
"21572311000001106","08010500","L01XC12","",""
"374173002","","C03BA08","5","258684004"
"21578911000001105","","C03BA11","2.5","258684004"
"21579811000001107","","N02AA01","30","258684004"
"21579411000001105","","N02AA01","30","258684004"
"21579711000001104","","N02AA01","30","258684004"
"21543911000001101","","G01AD02","",""
"21544511000001106","","S01EA01","",""
"21545111000001103","","S01EA01","",""
"21579911000001102","","N02AA01","30","258684004"
"21579211000001106","","N02AA01","30","258684004"
"21579511000001109","","N02AA01","30","258684004"
"21525811000001108","05030400","J05AH02","150","258684004"
"21514811000001100","","N05CM05","900","258685003"
"21515011000001105","","G04BD04","15","258684004"
"21510311000001101","08010500","L01EK01","",""
"21510211000001109","08010500","L01EK01","",""
"21496611000001100","01040300","A07XA04","",""
"21496711000001109","01040300","A07XA04","",""
"21496511000001104","01040300","A07XA04","",""
"21496411000001103","06030200","H02AB09","30","258684004"
"21496311000001105","06030200","H02AB09","30","258684004"
"21496211000001102","03010200","","",""
"21407411000001104","","J01AA07","1","258682000"
"21407511000001100","","S01AA28","",""
"21394911000001108","","C01BB02","800","258684004"
"21407311000001106","","","",""
"21386911000001101","05010201","","",""
"21366911000001103","","A10BB12","2","258684004"
"21367411000001108","","N06AX01","",""
"21306311000001103","","","",""
"21302211000001105","","J02AA01","",""
"21305711000001107","","L04AD02","5","258684004"
"21301511000001100","","A11CC05","20","258685003"
"21305811000001104","","L01CE01","",""
"35892611000001105","","B01AE03","",""
"21276711000001101","","J01XA01","",""
"21277911000001101","","J01XA01","",""
"21290311000001108","","","",""
"21272211000001107","","S01AA28","",""
"21272811000001108","","J01XA01","",""
"21273411000001102","","J01XA01","",""
"21290811000001104","08010500","L01EJ01","",""
"39703511000001108","08010500","L01EJ01","",""
"21290711000001107","08010500","L01EJ01","",""
"21290611000001103","","N05CD08","15","258684004"
"21268411000001100","","V03AE08","",""
"21268911000001108","","H03AA03","",""
"21258811000001107","","J01XX01","3","258682000"
"21268311000001107","","A11CC05","",""
"21268211000001104","","A11CC05","",""
"21244711000001109","09060400","A11CC05","",""
"21245111000001107","06010203","A10BD11","",""
"21245011000001106","06010203","A10BD11","",""
"21244811000001101","","","",""
"21216411000001100","","J06BA02","",""
"703640000","08010500","L01ED01","",""
"703729002","04080100","N03AX22","",""
"703730007","04080100","N03AX22","",""
"703732004","04080100","N03AX22","",""
"703733009","04080100","N03AX22","",""
"703734003","04080100","N03AX22","",""
"703735002","04080100","N03AX22","",""
"21216511000001101","08030403","H01CB05","",""
"21216611000001102","08030403","H01CB05","",""
"21216711000001106","08030403","H01CB05","",""
"21202011000001107","","","",""
"21199311000001102","","J02AA01","35","258684004"
"21199211000001105","05020300","J02AA01","35","258684004"
"21195911000001103","","D11AA01","",""
"21196311000001109","","D11AA01","",""
"21199411000001109","","J02AA01","35","258684004"
"21199511000001108","","N05AX13","2.5","258684004"
"376085005","","J04BA01","100","258684004"
"703825000","03070000","R07AX02","300","258684004"
"35896511000001107","","N01AH02","",""
"21142411000001108","","N01BB58","",""
"21147811000001108","","S01XA18","",""
"21148011000001101","","S01HA01","",""
"21147911000001103","","R02AD03","",""
"21115511000001106","","N01BB01","",""
"21118111000001107","","N01BB01","",""
"21109511000001106","","B01AC06","",""
"21110111000001105","","N01BB01","",""
"408624008","","N06DA03","9","258684004"
"21114511000001105","","","",""
"21114011000001102","","","",""
"21114611000001109","","","",""
"21113711000001102","03020000","R03AK11","",""
"21113811000001105","03020000","R03AK11","",""
"21113911000001100","03020000","R03AK11","",""
"21114311000001104","","","",""
"21114111000001101","","","",""
"21114211000001107","","","",""
"21114411000001106","","","",""
"21027111000001108","","J07BX01","",""
"38893611000001108","03010200","R03BB05","644","258685003"
"20983311000001106","","S01AA28","",""
"21014411000001100","","R06AX13","10","258684004"
"21014511000001101","","S01ED01","",""
"21014311000001107","","","",""
"20947911000001107","","N07CA03","10","258684004"
"20948311000001107","","D11AA01","",""
"20948211000001104","","D11AA01","",""
"333177004","","D08AJ01","",""
"330578002","","S01GA05","",""
"20933211000001108","","","",""
"20948111000001105","","","",""
"20933411000001107","05040100","","",""
"20932811000001101","","A11CC05","",""
"20932711000001109","","A11CC05","",""
"20932911000001106","","A11CC05","",""
"20920911000001109","","V03AE03","2.25","258682000"
"20921011000001101","","V03AE03","2.25","258682000"
"20921211000001106","","G03DA04","",""
"20920711000001107","","M05BA04","10","258684004"
"20921111000001100","","L01BB02","",""
"20920811000001104","","","",""
"20740211000001107","","N07CA03","10","258684004"
"20644711000001102","","B05AA01","",""
"20646111000001105","","B05AA01","",""
"20647911000001106","","B05AA01","",""
"20648911000001107","","B05AA01","",""
"20649711000001101","","B05AA01","",""
"20604711000001107","","B05AA01","",""
"20605111000001105","","B05AA01","",""
"20595011000001102","11080100","","",""
"20595111000001101","11080100","","",""
"20594811000001107","","","",""
"20595511000001105","03070000","","",""
"20594611000001108","05030100","J05AR08","",""
"20594911000001102","","","",""
"20594511000001109","","","",""
"20586111000001106","","C09AA01","",""
"20587111000001109","","N07AB01","",""
"20585711000001104","","A16AX03","20","258682000"
"20585511000001109","","N06BA09","80","258684004"
"20556211000001108","14040000","J07AH08","",""
"703666002","05010700","A07AA12","400","258684004"
"20556011000001103","","C09AA03","10","258684004"
"375290006","","G04BX16","800","258684004"
"20555711000001109","","R06AX26","120","258684004"
"36056411000001100","","S01FA05","",""
"20556411000001107","","N03AX16","300","258684004"
"20555411000001103","","A11CC05","",""
"35904711000001103","","S01FA01","",""
"20555511000001104","","A11CC05","",""
"20555611000001100","","A11CC01","",""
"20556311000001100","","L01BB02","",""
"20541311000001105","","D05AC51","",""
"20556511000001106","","G04BX16","800","258684004"
"20556611000001105","","N03AX11","300","258684004"
"20555911000001106","","N05CM05","900","258685003"
"20532611000001105","","N06BC01","400","258684004"
"20528511000001106","","C10AA05","20","258684004"
"20528611000001105","","C10AA05","20","258684004"
"20528411000001107","","P02CA03","400","258684004"
"20514511000001105","03070000","","",""
"20515111000001102","03070000","R05CB16","",""
"20478111000001106","02010100","C01AA05","250","258685003"
"20478211000001100","08010200","","",""
"20478311000001108","08010200","","",""
"318317007","","C01BA01","1.2","258682000"
"20478511000001102","","","",""
"20456611000001102","","","",""
"20478011000001105","","C08CA01","5","258684004"
"20478811000001104","","N01AX03","",""
"20478411000001101","","A11CC01","",""
"20453411000001105","","G01AD02","",""
"20454311000001101","","G01AD02","",""
"445522003","05010700","A07AA11","600","258684004"
"20441111000001104","","G01AD02","",""
"20442611000001101","","G01AD02","",""
"20443811000001105","","G01AD02","",""
"20446011000001107","","G01AD02","",""
"20446711000001109","","G01AD02","",""
"20455211000001105","09060400","","",""
"20453611000001108","","N05CM02","1.5","258682000"
"20455311000001102","","H02AB09","30","258684004"
"20455611000001107","","B02BA01","20","258684004"
"20456111000001105","","C01EB15","40","258684004"
"20453311000001103","","","",""
"20455711000001103","","S01EB01","400","258774008"
"20456211000001104","","J05AB11","3","258682000"
"20455411000001109","","N01BB52","",""
"375162004","","N05AE04","80","258684004"
"20454411000001108","","S01HA01","",""
"414851008","","P01AX11","1","258682000"
"20455811000001106","","L01AX02","",""
"20455111000001104","","S01AE06","",""
"20418711000001104","02050502","C09CA09","40","258684004"
"449109006","02050502","C09CA09","40","258684004"
"449333009","02050502","C09CA09","40","258684004"
"20419411000001102","","N02AA01","30","258684004"
"20419111000001107","","C03CA01","40","258684004"
"20419311000001109","08010300","L01BC53","",""
"20419211000001101","08010300","L01BC53","",""
"20363411000001107","08010500","L01EX04","",""
"20363511000001106","08010500","L01EX04","",""
"20352811000001106","","","",""
"20353211000001104","","N03AF03","1.4","258682000"
"20352911000001101","","","",""
"20352711000001103","","G01AD02","",""
"20353311000001107","","J05AB11","3","258682000"
"20353111000001105","","D11AA01","",""
"424513004","","A10BH01","100","258684004"
"423962004","","A10BH01","100","258684004"
"20345611000001100","13020100","","",""
"20344911000001107","","R06AE07","10","258684004"
"20346811000001109","","N06DA02","7.5","258684004"
"20346711000001101","","N06DA02","7.5","258684004"
"20345011000001107","","","",""
"20344311000001106","08010500","L01XC09","",""
"20344411000001104","08010500","L01XC09","",""
"20345211000001102","","N06AX11","30","258684004"
"20345311000001105","","N06AX11","30","258684004"
"20293811000001102","06040102","G03AD02","30","258684004"
"20285811000001104","","D01AE12","",""
"20293611000001101","","L01DB03","",""
"20293711000001105","","L01BC02","",""
"20193511000001102","","C01EB10","",""
"20187111000001104","","N05CC01","1","258682000"
"20177011000001105","","","",""
"20176811000001101","","N05AA01","300","258684004"
"374041005","","N02CC03","2.5","258684004"
"20177211000001100","08010500","","",""
"20176911000001106","","C03CA01","40","258684004"
"20151411000001107","","B05CA05","",""
"20177311000001108","","B05CA05","",""
"20128211000001100","","N03AE01","8","258684004"
"20146411000001104","","A04AA05","500","258685003"
"347086005","","S01XA08","",""
"20143211000001105","","C01EB10","",""
"20144111000001102","","C01EB10","",""
"20145011000001104","","C01EB10","",""
"20145411000001108","","C01EB10","",""
"20146311000001106","","N02AA01","100","258684004"
"20122411000001103","03040300","C01CA24","500","258685003"
"20122811000001101","03040300","C01CA24","500","258685003"
"20122711000001109","03040300","C01CA24","500","258685003"
"20121811000001105","","D07AC15","",""
"20122211000001102","","","",""
"20114011000001106","08010500","L01EC01","",""
"20113811000001103","14040000","","",""
"20094711000001101","","M03BX01","",""
"20113911000001108","","A16AX03","20","258682000"
"347095002","","S01FA01","",""
"347099008","","S01FA01","",""
"20090211000001100","","S01FA01","",""
"20090811000001104","","A03BA01","",""
"20091411000001105","","N07BB04","50","258684004"
"20113611000001102","","A11CC05","",""
"20113711000001106","","A11CC05","",""
"20029611000001103","","","",""
"20065611000001108","","N03AE01","8","258684004"
"20003111000001102","","G04BE02","",""
"20001911000001100","","G04BE02","",""
"20007411000001100","","C09CA03","80","258684004"
"19979411000001109","","B03BB01","10","258684004"
"19980511000001108","11080200","","",""
"20007311000001107","","A11CC05","",""
"19975911000001103","","A06AD11","6.7","258682000"
"19976411000001102","","","",""
"19974911000001102","","","",""
"19975611000001109","","","",""
"19975011000001102","","","",""
"19973711000001101","","R02AD03","",""
"19975111000001101","","","",""
"19976111000001107","","L04AX03","2.5","258684004"
"19976011000001106","","L04AX03","2.5","258684004"
"19976211000001101","","L04AX03","2.5","258684004"
"19961411000001102","","B05XA06","",""
"19964511000001101","","N03AG01","1.5","258682000"
"19971911000001100","","","",""
"19973811000001109","09060400","","",""
"19977911000001108","","N03AG01","1.5","258682000"
"19976711000001108","","A11HA02","160","258684004"
"19976611000001104","","N07AA02","180","258684004"
"19977811000001103","","A16AX11","",""
"19942011000001108","","A06AD19","",""
"19946811000001101","","L04AB01","7","258684004"
"318951001","","C02KB01","",""
